UPM,NVIVI,NHOGA,AÑO,DPTO,AREA,L02,P02,P03,P04,P04A,P04B,P05C,P05P,P05M,P06,P08D,P08M,P08A,P09,A01,A01A,A02,A03,A04,A04B,A04A,A05,A07,A08,A10,A11A,A11M,A11S,A12,A13REC,A14REC,A15,A16,A17A,A17M,A17S,A18,B01REC,B02REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B04,B05,B06,B07A,B07M,B07S,B08,B09A,B09M,B09S,B10,B11,B12,B12A,B12B,B12C,B13,B14,B15,B16G,B16U,B16D,B16T,B17,B18AG,B18AU,B18BG,B18BU,B19,B20G,B20U,B20D,B20T,B21,B22,B23,B24,B25,B26,B271,B272,B28,B29,B30,B31,C01REC,C02REC,C03,C04,C05,C06,C07,C08,C09,C101,C102,C11G,C11U,C11D,C11T,C12,C13AG,C13AU,C13BG,C13BU,C14,C14A,C14B,C14C,C15,C16REC,C17REC,C18,C18A,C18B,C19,D01,D02,D03,D04,D05,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01H,E01I,E01J,E01K,E01L,E01M,ED01,ED02,ED03,ED0504,ED06C,ED08,ED09,ED10,ED11F1,ED11F1A,ED11GH1,ED11GH1A,S01A,S01B,S02,S03,S03A,S03B,S03C,S04,S05,S06,S07,S08,S09,CATE_PEA,TAMA_PEA,OCUP_PEA,RAMA_PEA,HORAB,HORABC,HORABCO,PEAD,PEAA,TIPOHOGA,FACTOR,NJEF,NCON,NPAD,NMAD,añoest,ra06ya09,e01aimde,e01bimde,e01cimde,e01dde,e01ede,e01fde,e01gde,e01hde,e01ide,e01jde,e01kde,e01lde,e01mde,e01kjde,e02bde,ingrevasode,ingrealmuerzode,ipcm,pobrezai,pobnopoi,quintili,decili,quintiai,decilai,informalidad,ID_PERSONA,PET,NIVEL_EDUCATIVO_REC,TRAMO_EDAD,INGPRINC,INGTOT,INFORMAL_LABORAL,LN_INGPRINC
12299,34,1,2025,7,6,1,45,1,1,1, ,2,0,0,1,25,12,1979,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,4,4,4,4,4,4,0,1, , ,32,0,0,2,23,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,303, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,24,24,24,1,1,2,71,303,501, , ,3, ,"58045,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"332421,953798602",1,1,1,1,1,1, ,12299_34_1_1,1,2. Educación Básica,25-49,58045.51,332421.953798602,0,10.968982637020039
12299,34,1,2025,7,6,2,39,2,1,2, ,1,0,0,6,30,4,1985,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,2,2,2,2,2,2,2,1, , ,20,0,0,2,22,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,501, ,19, ,14, , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,14,14,14,1,1,2,71,303, , , ,7, ,"58045,51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"332421,953798602",1,1,1,1,1,1, ,12299_34_1_2,1,2. Educación Básica,25-49,58045.51,332421.953798602,0,10.968982637020039
12299,34,1,2025,7,6,3,21,3,1,1, ,0,1,2,1,20,10,2003,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,9,4,8,8,8,8,8,8,0,1, , ,3,0,0,2,3,0,0,6, ,2,6, , ,88,1,4,400000,3, ,1600000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2,6,2,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,409, ,19, ,6, , , , ,7, , ,1,1, , ,1, ,1,4,1,6,2,2,9,4,48,48,48,1,1,2,71,303, ,303,8888,9, ,"1624597,364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"332421,953798602",1,1,1,1,1,1,1,12299_34_1_3,1,2. Educación Básica,15-24,1624597.364,332421.953798602,0,14.300770567044431
12322,5,1,2025,7,6,1,72,1,1,1, ,0,0,0,1,19,1,1953,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,1,1,1,1,1,1,1,1, , ,60,0,0,2,50,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,1000000,0,0,0,0,0,0,200000,0.0,1,1,306, , , , , , , , ,7, , ,1,6,1, ,1, ,1,3,1,6,3,2,6,1,7,7,7,1,1,1,45,306,8888, , ,6, ,"2591062,35",0,0,0,0,"997841,726",0,0,0,0,0,0,"199568,345",0,0,0,0,"4287393,28537169",3,0,5,10,5,10, ,12322_5_1_1,1,2. Educación Básica,65+,2591062.35,4287393.28537169,0,14.767578523322639
12322,9,1,2025,7,6,3,19,3,1,1, ,0,2,1,1,11,2,2006,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,9,4,8,8,8,0,0,0,0,3,4,36,0,0,1,2,0,0,1,6, ,2,6, , ,88,1,4,300000,3, ,1200000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,302, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,9,4,36,36,36,1,1,2,52,0, ,8888,0,2, ,"1197410,071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"397177,808633092",2,1,1,1,1,1,1,12322_9_1_3,1,1. Sin Instrucción / Inicial,15-24,1197410.071,397177.808633092,0,13.995671508161253
12322,10,1,2025,7,6,1,71,1,1,1, ,0,0,0,6,24,3,1954,4,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,3,3,3,3,3,3,1,1, , ,60,0,0,2,40,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,699577,0,0,1.0,1,1,305, , , , , , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,19,19,19,1,1,4,39,305,8888, , ,5, ,"400109,586",0,0,0,0,0,0,0,0,0,"698067,121",0,0,0,0,0,0,"722787,522062348",3,0,1,2,2,3, ,12322_10_1_1,1,2. Educación Básica,65+,400109.586,722787.522062348,0,12.899493753568562
12322,10,1,2025,7,6,2,45,3,1,1, ,3,0,1,1,26,5,1980,2,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,7,4,4,4,4,4,0,0,0,3,6,44,24,0,0,2,0,1,0,6, ,2,6, , ,88,1,4,450000,3, ,1800000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,302, ,19, ,15, , , , ,7, , ,1,1, , ,1, ,1,6,1,6,2,2,7,4,44,44,44,1,1,4,39,305, , , ,2, ,"1796115,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"722787,522062348",3,0,1,2,2,3,1,12322_10_1_2,1,1. Sin Instrucción / Inicial,25-49,1796115.107,722787.522062348,0,14.401136616547795
12322,18,1,2025,7,6,1,40,1,1,1, ,2,0,0,1,30,11,1984,2,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,1,8,8,8,8,8,8,5,0,1, , ,12,0,0,2,14,0,0,1,2,1,1,2, ,30,1,2,2800000,5, ,2800000,1,200000,5,0, ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2405,1,19, ,2, , , , ,3, , ,1,1, , ,1, ,1,9,6,6,1,2,1,8,45,45,45,1,1,4,44,2405,2404, , ,17, ,"2993525,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2410794,53573141",3,0,4,8,5,9,2,12322_18_1_1,1,4. Superior / Universitaria,25-49,2993525.179,2410794.53573141,0,14.91196224053649
12322,18,1,2025,7,6,2,41,2,1,1, ,1,0,0,6,16,6,1984,2,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,1,8,8,8,8,8,8,0,0,1, , ,3,0,0,3,6,7,0,1,2,1,6, , ,45,2,2,7800000,5, ,7800000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,7800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2404,1,19, ,2, , , , ,1,4,1,3, , , , , , , , , ,1,3,1,8,40,40,40,1,1,4,44,2405, , , ,16, ,"7783165,467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2410794,53573141",3,0,4,8,5,9,2,12322_18_1_2,1,4. Superior / Universitaria,25-49,7783165.467,2410794.53573141,0,15.867473685769497
12322,20,1,2025,7,6,1,42,1,1,1, ,2,0,0,1,16,10,1983,1,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,2,8,"3,3",7,"3,3","3,3","3,3",0,0,1, , ,15,0,0,4,15,0,0,1,2,1,6, , ,45,2,3,4500000,5, ,4500000,1,980000,5,0, ,6, , , , ,6, , ,6, ,1, , , , , ,1,2,8,20,1, ,3,1,2,1, , ,3500000,5, ,3500000,6, , , , ,1, , , ,0, , , , , , ,6, ,6, , ,5480000,3500000,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2103,5,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,1,4,2,8,21,41,41,1,1,2,43,2103,2404, , ,15, ,"5468172,661","3492446,043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4317328,53717025",3,0,5,10,5,10,2,12322_20_1_1,1,4. Superior / Universitaria,25-49,5468172.661,4317328.53717025,0,15.514455052955098
12322,20,1,2025,7,6,2,36,2,1,1, ,1,0,0,6,29,3,1989,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,5,10,10,0,10,10,10,0,3,7,60,4,0,0,1,4,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2404,1,19, ,6, , , , ,7, , ,1,1, , ,6,5, , , , ,4,1,3,5,60,60,60,1,1,2,43,2103, , , ,16, ,"2993525,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4317328,53717025",3,0,5,10,5,10,2,12322_20_1_2,1,4. Superior / Universitaria,25-49,2993525.179,4317328.53717025,0,14.91196224053649
12322,24,1,2025,7,6,1,34,1,1,1, ,0,0,0,6,14,7,1991,5,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,8,8,8,8,8,8,0,1, , ,10,0,0,1,10,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,15,3,1,7,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2405,10,19, ,5, , , , ,7, , ,3, , , , , , , , , ,4,1,5,5,48,48,48,1,1,3,37,2405,8888, , ,17, ,"2993525,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2095467,62589927",3,0,4,7,5,9,2,12322_24_1_1,1,4. Superior / Universitaria,25-49,2993525.179,2095467.62589927,0,14.91196224053649
12322,26,1,2025,7,6,1,29,1,1,1, ,2,0,0,1,21,8,1996,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,4,4,4,4,4,4,0,1, , ,4,0,0,2,4,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,901, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,3,2,5,5,24,24,24,1,1,2,59,901,2003, , ,10, ,"14967625,899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6319664,26858511",3,0,5,10,5,10,2,12322_26_1_1,1,3. Educación Media,25-49,14967625.899,6319664.26858511,0,16.52140015323783
12322,26,1,2025,7,6,2,26,2,1,1, ,1,0,0,6,10,1,1999,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,0,0,0,6,6,6,0,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2003,7,19, ,14, , , , ,7, , ,3, , , , , , , , , ,4,1,7,2,18,18,18,1,1,2,59,901, , , ,15, ,"2494604,316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6319664,26858511",3,0,5,10,5,10,1,12322_26_1_2,1,4. Superior / Universitaria,25-49,2494604.316,6319664.26858511,0,14.729640683809345
12322,29,1,2025,7,6,1,36,1,1,1, ,0,0,0,6,21,7,1989,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,0,1, , ,0,6,0,1,0,6,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, ,19, ,6, , , , ,7, , ,3, , , , , , , , , ,4,1,5,5,30,30,30,1,1,1,45,306,8888, , ,6, ,"1396978,417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1696330,93525179",3,0,3,6,4,8,1,12322_29_1_1,1,2. Educación Básica,25-49,1396978.417,1696330.93525179,0,14.149822188585036
12322,31,1,2025,7,6,1,34,1,1,2, ,2,0,0,1,1,4,1991,2,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,7,4,8,8,0,8,8,6,0,3,6,45,6,0,0,1,6,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,903, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,4,1,7,4,45,45,45,1,1,2,53,903,903, , ,12, ,"2993525,179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"854761,843165465",3,0,1,2,2,4,1,12322_31_1_1,1,3. Educación Media,25-49,2993525.179,854761.843165465,0,14.91196224053649
12322,32,1,2025,7,6,1,35,1,1,1, ,2,0,0,1,22,5,1990,1,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,2,8,8,8,8,8,8,0,0,1, , ,3,7,0,3,3,7,0,1,2,1,6, , ,45,2,4,7000000,5, ,7000000,1,160000,5,0, ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,7160000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2404,1,19, ,2, , , , ,1, ,1,1,1, , ,1, ,1,3,1,6,1,3,2,8,40,40,40,1,1,2,55,2404,2101, , ,16, ,"7144546,762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2167233,50179855",3,0,4,7,5,9,2,12322_32_1_1,1,4. Superior / Universitaria,25-49,7144546.762,2167233.50179855,0,15.781859933044352
12322,32,1,2025,7,6,2,36,2,1,1, ,1,0,0,6,18,2,1989,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,8,8,8,8,8,8,8,1, , ,1,0,0,1,1,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,800000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2101,14,13,2, , , , , ,1, ,5,3, , , , , , , , , ,4,1,5,5,56,56,56,1,1,2,55,2404, , , ,13, ,"798273,381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2167233,50179855",3,0,4,7,5,9,1,12322_32_1_2,1,4. Superior / Universitaria,25-49,798273.381,2167233.50179855,0,13.590206400470656
12341,11,1,2025,7,1,1,38,1,1,1, ,2,0,0,1,6,10,1986,1,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,2,1,10,10,10,10,10,5,0,1, , ,4,0,0,1,4,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2405,1,19, ,3, , , , ,7, , ,1,1, , ,6,5, , , , ,4,1,2,1,55,55,55,1,1,4,238,2405,2406, , ,17, ,"3985632,183",0,0,0,0,0,0,0,0,0,0,0,0,"8137,332",0,0,0,"2027385,91554917",3,0,4,7,3,6, ,12341_11_1_1,1,4. Superior / Universitaria,25-49,3985632.183,2027385.91554917,0,15.198206498276802
12341,11,1,2025,7,1,2,35,2,1,1, ,1,0,0,6,30,11,1989,1,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,1,8,6,6,6,6,6,0,0,1, , ,3,0,0,11,3,0,0,1,4,1,6, , ,12,2,4,5000000,5, ,5000000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,1,2,7,8,1, ,1,6, ,4,2, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,6, , ,5000000,1200000,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2406,1,19, ,3, , , , ,7, , ,3, , , , , , , , , ,1,11,1,8,30,38,38,1,1,4,238,2405, , , ,18, ,"4982040,229","1195689,655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2027385,91554917",3,0,4,7,3,6,2,12341_11_1_2,1,4. Superior / Universitaria,25-49,4982040.229,2027385.91554917,0,15.421350049641191
12341,15,1,2025,7,1,1,38,1,1,1, ,0,0,0,6,27,8,1986,1,6,2,1, , , ,1, , , , , , , , , , , , , , , , ,1,2,9,9,9,9,9,5,0,1, , ,5,0,0,3,5,0,0,1,1,2,6, , ,12,1,4,2600000,5, ,2600000,6, , , , ,6, , , , ,6, , ,1,150000,3, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, ,19, ,14, , , , ,1, ,1,3, , , , , , , , , ,2,3,1,2,50,50,50,1,1,3,205,306,8888, , ,6, ,"2590660,919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3138685,34482758",3,0,5,9,4,8,2,12341_15_1_1,1,2. Educación Básica,25-49,2590660.919,3138685.34482758,0,14.767423582203648
12341,15,1,2025,7,1,2,20,3,1,1, ,0,0,1,6,7,10,2004,5,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,4,5,8,8,8,8,8,8,0,1, , ,0,9,0,4,0,9,0,6, ,2,6, , ,88,1,4,2300000,5, ,2300000,6, , , , ,1,100000,3, ,400000,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,2700000,0,0,0,0,500000,0,0,0,0,0,0,0,0.0,1,1,903, ,16,2, , , , , ,7, , ,3, , , , , , , , , ,2,4,4,5,48,48,48,1,1,3,205,306, , , ,12, ,"2690301,724",0,0,0,0,"498204,022",0,0,0,0,0,0,0,0,0,0,0,"3138685,34482758",3,0,5,9,4,8,1,12341_15_1_2,1,3. Educación Media,15-24,2690301.724,3138685.34482758,0,14.805163910343754
12341,24,1,2025,7,1,1,43,1,1,1, ,2,0,0,1,18,1,1982,2,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,7,5,8,8,8,8,8,5,0,1, , ,3,0,0,3,3,0,0,1,1,2,6, , ,12,1,4,2600000,5, ,2600000,6, , , , ,6, , , , ,6, , ,1,500000,3, , ,1,3,1,1,3,8,18,1, ,1,6, ,4,1, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,6, , ,2600000,1000000,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,606, ,19, ,2, , , , ,1, ,1,1,6, , ,1, ,1,1,1,6,2,3,7,5,45,63,63,1,1,2,173,606,605, , ,12, ,"2590660,919","996408,045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1882921,01915708",3,0,3,6,3,5,2,12341_24_1_1,1,3. Educación Media,25-49,2590660.919,1882921.01915708,0,14.767423582203648
12341,24,1,2025,7,1,2,43,2,1,1, ,1,0,0,6,15,6,1982,2,1, ,1, , , ,2, , , , , , , , , , , , , , , , ,9,8,12,12,12,12,12,12,0,1, , ,3,0,0,10,3,0,0,6, ,6, , , ,88,1,4,300000,3, ,1200000,6, , , , ,1,400000,5, ,400000,6, , ,6, ,4, , , , , ,1,6,1,7,1, ,1,6, ,4,2, , , , , , , , , , , ,6, ,6,0, , , , , , ,6, ,6, , ,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,605, ,19, ,1, , , , ,1, ,5,3, , , , , , , , , ,6,10,9,8,72,79,79,1,1,2,173,606, , , ,11, ,"1594252,873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1882921,01915708",3,0,3,6,3,5,1,12341_24_1_2,1,3. Educación Media,25-49,1594252.873,1882921.01915708,0,14.281915766277196
12341,25,1,2025,7,1,1,78,1,1,1, ,2,0,0,1,21,9,1946,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,2,12,12,12,12,12,12,12,1, , ,17,4,0,2,17,4,0,1,1,2,6, , ,30,88,4,2600000,5, ,2600000,6, , , , ,6, , , , ,6, , ,1,450000,3, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,305, , , , , , , , ,1, ,1,3, , , , , , , , , ,2,2,9,2,84,84,84,1,1,2,227,305,303, , ,5, ,"2590660,919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1992605,3516523",3,0,3,6,3,6,2,12341_25_1_1,1,2. Educación Básica,65+,2590660.919,1992605.3516523,0,14.767423582203648
12341,54,1,2025,7,1,2,63,2,1,1, ,1,0,3,6,19,4,1962,1,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,12,12,12,12,12,12,0,1, , ,4,0,0,2,4,0,0,6, ,2,6, , ,88,1,4,500000,5, ,500000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,500000,0,0,0,0,500000,0,0,0,0,0,0,0,0.0,1,1,305, , , , , , , , ,1, ,5,1,1, , ,6,1, , , , ,2,2,5,5,72,72,72,1,1,4,167,302, , , ,5, ,"498204,022",0,0,0,0,"498204,022",0,0,0,0,0,0,0,0,0,0,0,"1893034,79382184",3,0,3,6,3,6,1,12341_54_1_2,1,2. Educación Básica,50-64,498204.022,1893034.79382184,0,13.118764954840657
12341,56,1,2025,7,1,1,28,1,1,1, ,0,0,0,1,15,9,1996,5,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,8,8,8,8,8,4,0,1, , ,15,0,0,3,7,0,0,6, ,2,6, , ,12,1,4,4000000,5, ,4000000,1,6000000,5,0, ,6, , , , ,6, , ,1,250000,1, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,3,6,11,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2406,1,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,3,5,5,44,44,44,1,1,4,260,2406,8888, , ,18, ,"9964080,459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8967672,41379309",3,0,5,10,5,10,1,12341_56_1_1,1,4. Superior / Universitaria,25-49,9964080.459,8967672.41379309,0,16.1144972303015
12341,56,1,2025,7,1,2,35,9,1,1, ,0,0,0,1,99,7,1990,5,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,7,5,10,10,10,10,10,10,0,1, , ,15,0,0,2,15,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2403,14,19, ,2, , , , ,7, , ,3, , , , , , , , , ,3,2,7,5,60,60,60,1,1,4,260,2406, , , ,15, ,"7971264,367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8967672,41379309",3,0,5,10,5,10,2,12341_56_1_2,1,4. Superior / Universitaria,25-49,7971264.367,8967672.41379309,0,15.891353678962197
12341,60,1,2025,7,1,1,26,1,1,1, ,0,0,0,1,27,1,1999,5,1, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,2,8,8,8,8,8,8,0,1, , ,1,0,0,3,1,0,0,1,1,2,6, , ,12,1,4,3250000,5, ,3250000,6, , , , ,6, , , , ,6, , ,1,1500000,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,3250000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,2405,14,19, ,18, , , , ,1, ,1,1,1, , ,1, ,1,1,6,6,2,3,3,2,48,48,48,1,1,1,242,2405,8888, , ,17, ,"3238326,149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3238326,14942528",3,0,5,9,4,8,2,12341_60_1_1,1,4. Superior / Universitaria,25-49,3238326.149,3238326.14942528,0,14.990567133595057
12341,63,1,2025,7,1,2,62,2,1,3, ,1,0,0,6,23,1,1963,1,6,1,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,8,8,8,8,8,0,0,1, , ,22,0,0,4,22,0,0,1,2,1,6, , ,30,2,4,3000000,5, ,3000000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,306, , , , , , , , ,7, , ,3, , , , , , , , , ,1,4,5,8,40,40,40,1,1,2,187,306, , , ,6, ,"2989224,137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3389406,51939655",3,0,5,9,5,9,2,12341_63_1_2,1,2. Educación Básica,50-64,2989224.137,3389406.51939655,0,14.910524425741388
